userName,score,content,at
JeromeSolomon Washington,5,Great game! I love the competitive nature and ease of mind this game offers. I'd definitely recommend it.,2025-03-22 09:49:17
Rif,5,Good Game,2025-03-22 09:47:04
Omar Aziz,5,I like pubg❤️❤️❤️,2025-03-22 09:43:39
0.1 Cent Gaming,4,This game he is my love .. An amazing game app I ever seen before 😍,2025-03-22 09:42:05
Abdul Ahad Esmat,5,It is a very nice game,2025-03-22 09:41:50
Hasnat Nawaz,4,pubg is very good game and it's graphics very good But I rate 4 star for a reason my id got hacked the hacker play my id illegally and I complained about the but you banned the id 10 years kindly return my id I played 3 years my id please return my id,2025-03-22 09:41:48
nizar omarr,5,best Gile siakkk,2025-03-22 09:38:57
syed sibtain abbas,5,Good,2025-03-22 09:38:39
Abdrlrhman Yasser,5,it is very good game 😘,2025-03-22 09:38:21
Awais Khan,5,This is thee best game but if game add rank widget then i will be very happy,2025-03-22 09:34:12
Nuwan Dilkushan,4,"ao good game i like this game graphic,sound and everything is so good thanks pubg mobile",2025-03-22 09:33:59
Ahmad,5,I love you ❤️ Soo much pubg,2025-03-22 09:32:30
Ch Shehriyar,5,This is very good for time pass ☺️,2025-03-22 09:31:39
Jamila Rajabu,5,good,2025-03-22 09:30:22
Anwar uddin,5,YERY YERY GOOD GAME.I LIKE IT,2025-03-22 09:28:20
Muhammad Usman,5,Is a best game,2025-03-22 09:26:40
Abbasi Muzamil,5,"What A super And Beautiful Game, in this game we get so much realistic graphics which make it more Beautiful 😍 and this game is based on that you have to survive till End form other 100 real prayer which make it more interesting and my advice Is that you have to try it once in your life thanks 😊",2025-03-22 09:21:59
Shahid Ali,5,need concror frame nice game,2025-03-22 09:21:44
Peer Baba,5,a very nice game,2025-03-22 09:21:12
Izhar ali,5,my love 💕,2025-03-22 09:20:34
Brian Anson,5,cars and clothes are to expensive 😩,2025-03-22 09:20:12
HURAYRA ABU,5,"waa game kii ugu fiicna ee aan abid ciyaaro thank you so much tencent ,karafton, level invinate iyo qof kaste oo ku lug leh pubgmobile",2025-03-22 09:18:54
Jheshelle Guillermo,5,i like this game,2025-03-22 09:18:27
Crazy Styt,5,very good game I play 2020 but they did not give the M416 fool,2025-03-22 09:17:19
Dilap Kumar,4,good luck,2025-03-22 09:15:32
Mohd Tirmidzi,5,tge best games,2025-03-22 09:14:24
Abu Zaid,5,legends knows this game,2025-03-22 09:13:30
Peerzada ahram,1,buhat lag krne laga hai ab game na hi woh purini wali vibe hai isma very disappointing pubg mobile,2025-03-22 09:11:40
M Shayan ibrhim Syed,4,very nice game,2025-03-22 09:08:52
Bilawal Baloch,5,Best games but he not offline games,2025-03-22 09:08:12
Dhagz Mulig,5,very smooth gameplay,2025-03-22 09:07:49
Mozz Fact's,4,I play PUBG from 5 years PUBG give me lot of fan I also enjoy this game with friends but PUBG UC price is very high where's Now New suit and sipns more UC spend and my luck in game very bad recently I spend 120 Create but not Any suit and Weapon give PUBG why . Rich man Spend Thousands of UC but I am poor and spend hundred of UC Give chance to poor man poor players 😓,2025-03-22 09:04:46
Gmax Pro,5,best game ever played in my life ☠️☠️,2025-03-22 09:00:11
Hussam Emam,5,very good,2025-03-22 08:59:16
Alif Sarfaraz Bikkhato,1,playing from 2018 still didn’t get m416 glacier... why pubg why???,2025-03-22 08:58:06
Safdar Ibrahim,5,"i love pubg, that is why it is loyal.",2025-03-22 08:57:28
Ume Ravao,5,Fantastic 👏,2025-03-22 08:56:57
Muhammad hassan,5,It is a nice game,2025-03-22 08:56:49
Raja Nadeem,5,good,2025-03-22 08:56:24
Asad Khan,5,I'm pro player in public,2025-03-22 08:55:40
Mohamed Ibrahim,1,"10 years Ban ? They might as well add it to your civil record, not just your game data 👎🏻",2025-03-22 08:53:11
Zakir Dawud Hasen,4,if you have low device don't play this game this game will let you play with pro device device device than you,2025-03-22 08:52:37
Its Okay,5,no 1 game in the world,2025-03-22 08:51:50
Farakh Fabrics,1,installing par a kar rak jati Gandi game ja,2025-03-22 08:51:35
ALDOON,5,nice,2025-03-22 08:46:57
Priyo Sirajam Amin,5,I love this game some much but iam a lowen phone,2025-03-22 08:46:06
Zahoor Ahmed,5,For you pubg,2025-03-22 08:45:37
Naveed Anjum,5,game awesome 😎,2025-03-22 08:44:14
Maz,5,good,2025-03-22 08:44:03
Syco Angel,5,💕,2025-03-22 08:43:47
Ahmad Sumra,1,No 😞👎 because pubg not give me M416 glacier and not give expensive gifts,2025-03-22 08:42:59
Obwanda Saul,4,Very good game,2025-03-22 08:41:28
Saddam Hussain,5,nice game,2025-03-22 08:40:25
Aguus M,5,way better than you think,2025-03-22 08:39:43
Taniya Otara,5,My favourite game pubg mobile,2025-03-22 08:39:37
Wahab Arain,5,best game forever,2025-03-22 08:37:25
GODZILLA قوره,1,اكتر لعبة وحشه فري فير احسن بكتير,2025-03-22 08:36:08
saud nadeem,5,I love pubg mobile ❤️‍🩹,2025-03-22 08:33:37
ANTONIO Monelall,5,wonderful can't complain...,2025-03-22 08:33:21
CherryRajesh,5,excellent 👌👌👌👌👍👍👍👍,2025-03-22 08:32:25
Dawood Hamza,5,i have one experience pubg mobile is very interesting and funful game its very very good and realistic game we enjoy very ❤️❤️❤️,2025-03-22 08:30:56
Willy Untalasco,5,this game is good ay play this game when I'm grade 3,2025-03-22 08:29:38
M Farhan Hafeez,5,nice experience with a PUBG Mobile,2025-03-22 08:29:05
Ahmad Sami,5,love this game more than my live,2025-03-22 08:27:40
HYDRA PAKISTAN,5,is redmi note 13 will also get 120 FPS support ? in pubg upcoming update yes or no ?,2025-03-22 08:26:03
zubair zafar,5,pubg mobile very good game,2025-03-22 08:25:38
Odilbek Xayotov,5,zor oyin,2025-03-22 08:23:24
mohib rahman,4,Yes I like pubg but thing I don't like so in the game everything is doo expansive,2025-03-22 08:23:09
Ahmed Moustafa,5,best of the best,2025-03-22 08:22:41
Bo jaafar,5,so nice,2025-03-22 08:22:04
Aisha Hussain,5,Pyari game,2025-03-22 08:20:43
abdallah moahmed,5,♥️♥️,2025-03-22 08:20:21
Samer Mohammad,5,❤️❤️❤️❤️❤️❤️❤️❤️👑👑👑,2025-03-22 08:19:48
Zaib Ur Rehman,4,love this game,2025-03-22 08:19:19
Aun Phul,5,veryy good game i have played in my life my 2nd love😂,2025-03-22 08:16:09
Fazeel Ahmad,5,This is. not a game this is emotion I love it,2025-03-22 08:16:06
Hussein,5,that's awesome 👍,2025-03-22 08:15:35
R Kreis,5,"great game, very underrated. no pay to win",2025-03-22 08:13:48
Zain Abbas Zair,5,love it,2025-03-22 08:12:41
Xurshid Xakimjanov,5,give uc for free via missions,2025-03-22 08:12:02
Choi Yoon in Tommy,5,my favorite game 🎮,2025-03-22 08:11:03
Abdul Hameed,5,Best game in the world,2025-03-22 08:10:27
Ahmad Rehmani,5,This game is very interesting,2025-03-22 08:08:34
Hassan Shah,5,nice game,2025-03-22 08:07:54
mourin selvstar,1,طلباتنا تتنفذ,2025-03-22 08:07:36
Noob Challanger,5,i love this game,2025-03-22 08:06:57
Youssef Youssef,5,M416 ثلجي,2025-03-22 08:05:38
Purnima Kissoonlall,5,this game is a sweet loving and nice game,2025-03-22 08:04:13
Juliya Khatun,1,worst game,2025-03-22 08:03:50
Armen Hajinyan,5,dream game.nearliest game to reality.wishing always to be the number one,2025-03-22 08:03:07
Jaafar Aghyourly,5,Great game to get a very good experience to make you better,2025-03-22 08:03:05
Syed pf,5,this is not a game this is a part of a Life to every PUBG player this game is very realistic and this graphics are too real i love PUBG mobile,2025-03-22 08:02:43
Yayayayu Yuyayaya,5,best mobil game,2025-03-22 08:02:39
Ali Shan,5,good game,2025-03-22 08:01:41
Andrew “Merlin404” Leeming,5,The only game to play,2025-03-22 07:59:38
Basharat Khan,5,pub g is world Best game in my experience,2025-03-22 07:59:20
Kovidh Ramdeen,5,👍👍👍,2025-03-22 07:57:48
Beauty and Happiness,5,the graphics is clean when played 2 months I became a international player and thank you,2025-03-22 07:57:22
Breganio vaughn Breganio,5,played 7 years,2025-03-22 07:56:57
Armando Martinez,2,"my reason of the 3 starts is because the game is some kind of scam, how is it possible that 300 shots at the M416 and I don't get it. and this other guys 100 shot and they get it. and I know a lot of you guys is going to say is about luck. ah nooo... but, o well right. stupid me for spending on it... lmfaoo 😆 🤣 keep up the good work pubg 👏 👍 👌",2025-03-22 07:56:33
Hasan Mushfiq,5,"This is a very cool game,",2025-03-22 07:54:52
Tasleem Ahmad,4,",love it",2025-03-22 07:54:48
Abdul Hameed,5,best,2025-03-22 07:54:28
Umer Munir,5,best game ever,2025-03-22 07:54:21
Asmaa Briouel,5,my favorite game,2025-03-22 07:53:41
Kirill Gurov,5,your game is like one of the funnest and amazing,2025-03-22 07:53:03
Justine Ivan Francisco Borling,5,i love this game with a best graphics and Ive been playing this game since 2019 and I love it so much,2025-03-22 07:52:27
Nazmieazman Nazmieazman,5,padu,2025-03-22 07:52:15
Sunny Khan,5,love ha,2025-03-22 07:51:39
Samar Asim,5,New Update is Very Disgusting Robot run over and kill us,2025-03-22 07:50:56
Bob,2,"wait times still an issue, especially if you want to play any map besides Erangel. how about this, rotate smaller groups of maps or some way to have maps other than Erangel with the events and special stuff. I'd like to play Miramar or Sanhok again sometime. but I can't stand teams. I'd rather play solo. lots these other players do weird stuff and it makes teams no fun.",2025-03-22 07:50:12
Marghoob ur Rahman,1,is in this game glow wall available like FF,2025-03-22 07:50:11
محمد بونص 2,5,لعبه جميله ☺️☺️,2025-03-22 07:48:37
Jamffee Olape,5,very nice,2025-03-22 07:47:41
Amir Amir,5,I love it,2025-03-22 07:46:40
Jawad Jahangir,5,❤,2025-03-22 07:46:05
its_m6o in6,5,the best game ever 😁🔥🔥,2025-03-22 07:45:59
Clerance Betha,5,Best everything to my view,2025-03-22 07:45:31
Bashiroddin Farhan Mohammad,1,Spending to much money but not getting any thing but my other team mate get every thing in single spin very embarrassing situation for me since 7 years not getting glaciar open 5000+ crate opening,2025-03-22 07:44:26
Dzemil Pepic,5,I will never forget that time when I first time played this game it's awesome 💯,2025-03-22 07:44:23
Omar ALssaj,5,"we ask you to change the flag of Syria in the flags section, because another flag of the Syrian Arab Republic has been adopted, and the flag has been changed by major companies such as Apple and Google. We hope that the change will be made as soon as possible.",2025-03-22 07:43:48
Zaki Is cool,5,best fighting game ever,2025-03-22 07:39:39
FADII43,5,I like him,2025-03-22 07:37:57
Ffhf Vxgf,5,افضل لعبه في العالم ♥️♥️♥️♥️💯,2025-03-22 07:35:06
Rahim Gul,5,very lovely 🌹😍🌹 game 🎮 I 💕 like it,2025-03-22 07:34:46
BRUCELEE ZALM,5,this game it's very good you can play with your friend it's I love this game very much 🤩 and I love pubg ❤️,2025-03-22 07:34:32
Faizan Aryan,5,best game ever even bater than free fire pupg best I am a puppy fan,2025-03-22 07:33:59
Hasnain Raza,5,Best Game Ever,2025-03-22 07:29:21
Said Rozhhat,5,thanks pubg,2025-03-22 07:28:37
Francis Chege,5,love the game and the new updated 🔥🔥💯,2025-03-22 07:27:25
Omar Gaming,5,so exited,2025-03-22 07:25:32
Vincent Minu,5,Great..,2025-03-22 07:25:29
Hamza Dassouqi,5,I love this game,2025-03-22 07:22:42
jalalzai,5,my good game,2025-03-22 07:22:25
Sahil Ali,5,Playing Since 2019 But Awesome Experience With This Game PUBG Mobile Emotions And Memories Friends Totally Great Game,2025-03-22 07:22:23
Eva Opaeda,5,Very beautiful,2025-03-22 07:21:08
Niki_Nayti paramathakorn,5,very good,2025-03-22 07:21:07
Dhiraj Pariyar,5,this game is incredible,2025-03-22 07:19:22
Ahad Jamali,5,pubg is not a just game but this is an emotion 😮‍💨,2025-03-22 07:18:42
Star Dube,4,PUBG will go down as one of the best mobile games of all time.,2025-03-22 07:18:28
razif ajip,4,"The game overall looks amazing for a mobile. But there's a downside this game, its because i cant use 120fps when my phone can support it.",2025-03-22 07:18:23
Redmi Note12,5,i like this game,2025-03-22 07:18:02
Masood Akram,5,good game I love it 👏,2025-03-22 07:13:51
Muhammad Usman,5,Good 👍 Game From Pubg Mobile,2025-03-22 07:11:56
clash clans,2,playing this game for 5 year's at the start my device wasn't that good so game was a bit choppy but now my device is average 40fps the has become very extremely lagging and sometimes it crashs please I request to optimize the game despite putting more things instead please make the game smooth so we can actually enjoy it,2025-03-22 07:09:27
Noob Gang,5,This game my emotions,2025-03-22 07:09:18
fehdie muhammed,5,i love pubg,2025-03-22 07:08:44
Atif Atif,4,tq pubg,2025-03-22 07:03:25
Zipo,5,nice game in the world,2025-03-22 07:03:16
iz Revansyah,5,just good,2025-03-22 07:02:28
Nighat ch Nighi,5,it is very good game,2025-03-22 07:01:07
JOHN Warmack,5,love ❤️ 😍 💖 ❣️ 💕 💘 ❤️ 😍,2025-03-22 06:54:34
Allah Ditta,5,best game in the world thanks pubg mobile,2025-03-22 06:53:20
sohail jan,5,I like it so much my dream glaciar m416 but I'm poor boy,2025-03-22 06:52:47
Riasat Ali,4,GTA V 1st PUBG 2nd Best Game,2025-03-22 06:48:59
Raxaan Ali,5,the best game ever ever played,2025-03-22 06:48:17
Mohd Azeem,5,It's good game,2025-03-22 06:47:54
Shoaib Mir,5,Best game for ever,2025-03-22 06:47:53
Erick Isn't simp,5,its good,2025-03-22 06:47:43
Mohamed Elshafey,5,good,2025-03-22 06:45:30
Hassan Khokhar,4,💀💀,2025-03-22 06:44:03
Obayemi Solomon,5,best game ever,2025-03-22 06:42:27
Abdullah Ahadi,5,the best game ever,2025-03-22 06:42:15
Jahangir Islam,5,I like this game 🎯🎮,2025-03-22 06:41:58
Aisha Javed,4,there is best graphics,2025-03-22 06:39:16
Hony khan,5,PUBG MOBILE is the best game in the world but I am playing for 4 years but I have no glacier 🥺🥺plzz PUBG MOBILE give me the glacier plz 🥺,2025-03-22 06:38:45
Hashmat Ali,2,mera mobile crash ho jata hai khastaur per jab game start karte Hain ass q ha,2025-03-22 06:38:25
IBN NASSIF Mohammad,5,"from day 1 until now,. this game is satisfaction for everyone. thank you guys for having you for many years.",2025-03-22 06:37:56
Makgetsi Mokone,4,I didn't rate it five star because it did not allow me to continue playing on my guest account and I used that account for 1 week,2025-03-22 06:30:49
AUGUSTUS PADITEY,5,It's my best game ever,2025-03-22 06:30:38
Jeon_ minho,5,لعبة ممتعة 🤯,2025-03-22 06:30:23
Ali Zaman,5,very nice game but please remove health setting or write it with proper detail like if you click yes you will play only five hours a day,2025-03-22 06:29:53
Stephen Hunyu,5,nice 👍,2025-03-22 06:26:09
Yousuf Haideri,5,the best game in the world 🥺❤️💯🥰😘😘😘,2025-03-22 06:25:41
Ignatius OOGA,5,very good gun and adventure game y'all should download and give it a try it's one of the best games,2025-03-22 06:25:34
Shahid Jalal,5,m playing this game long every time its update awesome,2025-03-22 06:24:06
saif abosata,5,احلي ببجي في العالم 7سنين بلعبها 🥰😍,2025-03-22 06:24:04
Jihad Abdulkareem,5,the GOAT,2025-03-22 06:23:09
Ahmad Ali,5,nice games,2025-03-22 06:22:11
Squilias,4,"dear PUBG mobile developer, plis lah kasih settingan fps nya minimal sampe 60 fps apapun device nya, biar lah kalo ga sanggup, yang penting bisa kebuka smooth extreme minimal semua hp. ini bener2 ganggu banget, nanti kalo udah baru kukasih bintang 5",2025-03-22 06:21:50
Nepali Babu,5,I love you❤️💋,2025-03-22 06:16:40
Ahmad Luqman,3,why in my xiaomi pad 7 the graphic goes blurry and sometime it like playing in old mobile phone,2025-03-22 06:15:48
Nawadip Gautam,5,awesome 👍👍👍👍👍👍👍,2025-03-22 06:14:47
Abo_ Ayman,5,my best video game 🎮,2025-03-22 06:14:42
Ru Vilakazi,4,it's been fun since launch.,2025-03-22 06:12:44
naif “B-52”,5,افضل لعبة حرب باتل رويال,2025-03-22 06:11:48
Assad Khan,5,I love PUBG mobile,2025-03-22 06:09:58
saad naeem,4,Probably one of the worst pings ever .....,2025-03-22 06:09:16
احمد حسين عبدالحسن نجم,5,"We want to restore rain, clouds, fog and thunder to Arang",2025-03-22 06:09:11
irshad khan,5,Please improve graphics,2025-03-22 06:07:03
Prabh Singh,5,very nice game,2025-03-22 06:03:44
Arbiz Khan,5,good😊,2025-03-22 06:01:52
Arnold Samulde,5,awesome 👍🏾👍🏾👍🏾😎,2025-03-22 05:59:47
Jamal Ask,5,the best of all shoot games 10☆,2025-03-22 05:59:22
ASSER MOHAMED KAMAL,5,very nice game,2025-03-22 05:58:26
محمد اكرم,5,love,2025-03-22 05:56:43
Nenad Nedimovic,5,♥️♥️♥️,2025-03-22 05:55:36
Nawaz Ahmed,5,"one and only game I play and addicted to it , super cool game for some really fun and excitement",2025-03-22 05:55:27
Ramie Goat,5,fabulous,2025-03-22 05:54:56
Ali Qureshi,5,love you pubg,2025-03-22 05:54:37
Tuba Ali,5,I'll love it,2025-03-22 05:54:28
Hamza Wael Farouk,5,good game,2025-03-22 05:53:29
nassor Mbaraka,5,amazing it so exceptional,2025-03-22 05:51:19
Cris Novoselic,5,extremely exciting game,2025-03-22 05:51:10
Xhahzad Abdul,5,it identify itself 🔥,2025-03-22 05:50:43
Moin Shahzad,5,Luqman ❤️💖 1❤️❤️,2025-03-22 05:47:53
fatiha saghir,5,so realistic,2025-03-22 05:47:15
Ali Hassan,5,I love Pubg ♥️,2025-03-22 05:45:49
Chipo Mwiinga,5,Amazing game!!!,2025-03-22 05:44:35
Mohammed Gm,5,شكراً,2025-03-22 05:43:52
MUHAMMAD Arslan,5,good game,2025-03-22 05:43:36
hassam Hussain,5,I like it,2025-03-22 05:43:34
Pol,5,it is a supar battleground game,2025-03-22 05:42:59
Anthony Hoyte,5,my account got ban cause someone loginto it and can I have it back please I spend way to much money on that account pubg,2025-03-22 05:42:30
R7ovs,5,ست سنين العب ولا جبت كونكر,2025-03-22 05:39:33
Rohan Soomro,5,best game ever🔥😍,2025-03-22 05:39:22
Naadey Naadey,5,pubg! I love u!!,2025-03-22 05:38:05
Imran Chowdhury,5,excellent game,2025-03-22 05:36:30
Arash Bigzad,5,great game in the world ...,2025-03-22 05:35:43
Shakir Hussain,5,I love it,2025-03-22 05:35:38
Ahmed Wagdy,5,pest game play ever ❤️‍🩹🌹,2025-03-22 05:32:41
Omogbemi Festus,5,"what a nice game, omo try it you will like it🤩😜🤪😝😝🥰😃😝😅👍",2025-03-22 05:32:31
Arsalan Malik,5,I play pubg 6 Years. itz so good best game.,2025-03-22 05:32:28
Javed Ali,4,pubg mobile is best game in the world but I playing 7 year but pubg not give me M416 Glacier very sad,2025-03-22 05:32:19
Avrest Mzafar,5,beast game all time all yers🔥😍❤,2025-03-22 05:31:48
Mudassar Saeed,5,nice but I don't like the main event because their is lot of places for campers even whole map even will be more batter then this main thing the I unlike the lot of grass,2025-03-22 05:31:33
James bray,5,Been playing for years love the game just wish car skins was easier to get,2025-03-22 05:31:24
Rex Bird,5,"Greatest game ever. ""Ever"". Really. Been waiting for Years for a game like this to come out. Judge Rex. Now over 7 years and still here I am.",2025-03-22 05:31:11
Zubair Ali,5,the one of best I played,2025-03-22 05:30:35
Mohammad Iqbal,5,good,2025-03-22 05:28:17
Noel Bolenga,5,nice GAme,2025-03-22 05:27:50
Wahab Khan,5,nice one,2025-03-22 05:25:15
Maninder singh,5,Awesome,2025-03-22 05:25:07
Musawer HZ,5,good,2025-03-22 05:24:43
Taha azeem Ch,5,bast pubg mobile game 🎮,2025-03-22 05:23:08
Ahsan Khan,4,game is awesome but i don't like royal pass dresses,2025-03-22 05:23:03
sancho_theDj,5,fireeee🔥,2025-03-22 05:21:56
Abbas Qureshi,5,I love it..,2025-03-22 05:20:58
REAL Hafid,5,yep 👍,2025-03-22 05:20:56
Tushar Vai,5,we need old zombie mod and night mode 😔 please 🥺,2025-03-22 05:20:06
Cute Pets,5,A Healthy Entertainment...,2025-03-22 05:19:51
Ahmad Khan,5,good game thanks,2025-03-22 05:18:54
Shaw doglos,5,best game in my life,2025-03-22 05:17:47
Imran Paracha,5,YES I LIKE IT VERY MUCH BUT MY GAME GOING BLANCK AGAIN AND AGAIN,2025-03-22 05:16:20
VICTOR KIMANI,5,enjoyable 😉,2025-03-22 05:16:07
AmR,5,nice game ever,2025-03-22 05:15:22
NED MONSTER,2,هناك مشكله... عندما التقي بالعدو تحصل مشكلة في شخصيتي... وتبدأ تعلق شوفو هذا الحل. 🖐️,2025-03-22 05:15:04
Bilal Bali,5,it's a big fun,2025-03-22 05:13:03
Md Shahin,5,I love pubg because this game is so good and amazing thank you for create this game I love it so much.,2025-03-22 05:12:16
Hakki Reda,5,the best game in the world 😍❤️,2025-03-22 05:10:59
Mohamed Turbo,5,I am a big fan of PUBG ❤❤🫂,2025-03-22 05:10:04
Momen Sati,5,i love pubg,2025-03-22 05:09:45
jahin ali,1,luck not good 🤨🤨🤨,2025-03-22 05:08:10
Haider Boy,5,Sir my id is deactivate without any reasean plzz my id openend and activated then i play plzz plzz,2025-03-22 05:07:44
Khuram Shehzad,5,excellent work,2025-03-22 05:06:02
Haider Pashteen,5,nice game 🎯👍🏼,2025-03-22 05:04:57
Hendry Odin,5,okay,2025-03-22 05:04:39
Frelyn Felipe,4,happy love pubg been here since 2018 while pandemic,2025-03-22 05:04:21
Amir Ali,5,call of duty :👶 free fire :👶 pubg : 💀,2025-03-22 05:03:59
Jawad Ahmad,5,the best game,2025-03-22 05:02:31
Sasada Ssdsdat,5,اوففففف,2025-03-22 05:00:50
Mohammed Mohammed,5,good 👍,2025-03-22 04:58:19
Raul Mendez,5,best shooting app to date still nothing better mobile and counsel version great job creators,2025-03-22 04:57:35
Bilawal Syal,5,world best battle game in history,2025-03-22 04:57:07
Max Max,5,لعبه جميله جدا وأنصح جميع بي تجربه رائعه,2025-03-22 04:56:30
Sbjdjdj Jejdjd,5,the game is good.not lug . good graphics.good friends,2025-03-22 04:56:15
Bright Kaputo,5,Good game,2025-03-22 04:54:18
Ismail Abdulazeez,5,best battle royale game I've ever played,2025-03-22 04:53:29
Botshelo Realeboga,5,"Makes you forget about you problems, more like a therapy but too much lag, might need SOUTH AFRICAN server",2025-03-22 04:52:52
MD AKASH,5,like it...,2025-03-22 04:52:24
Mazvita Badza,5,great game 🎮 👏,2025-03-22 04:52:10
Rai Ahmed,5,ita really good game 💖🤌🏻🌸,2025-03-22 04:51:25
Naveed Ahmed,2,i had spent too much uc to open crates of different events but i never get anything special like upgradeable weapons or a gilt outfit very disappointed 😞,2025-03-22 04:51:16
Win Win,5,l like pupg,2025-03-22 04:49:27
Kevin Tanjaya,5,❤️❤️,2025-03-22 04:47:47
Ahora Asadi,5,naic 👍🏼👍🏼,2025-03-22 04:47:20
Rey Lomerio,5,these is the best battle royal game,2025-03-22 04:46:18
Hasnain Ahmed Soomro,5,i love,2025-03-22 04:43:06
Rana Amir,5,Plz thori uc dedo rp ke liye,2025-03-22 04:42:24
Shahid Afridi,5,nice 👍,2025-03-22 04:40:15
Laiqat ALi,5,good game,2025-03-22 04:40:00
Abu bakar Jan,5,Hello pugb mobile tem please give Akm glashri please,2025-03-22 04:39:17
INSTER HAVOC,5,This game is amazing,2025-03-22 04:38:53
Ndd Jsid,1,يرجى حل مشكلة الدمج الوهمي,2025-03-22 04:38:16
Naveed Alam,5,I m in love with these game,2025-03-22 04:37:51
Josiah,5,best game in history 🫡,2025-03-22 04:37:09
Marr Endale,5,wow good game,2025-03-22 04:36:14
veerr rajput,5,it's not a game.its a part of our life.,2025-03-22 04:36:07
"Sadava, Enrique Jr. G.",3,balhin tag account Kay gi pisti ni fb og globe akong account. mangangkonay dyud diay Ang china globe,2025-03-22 04:35:48
محمد السعد,5,فكو الحسابات المتبنده ببجي,2025-03-22 04:34:06
Lily King Bw,5,all good 😊👍🏽,2025-03-22 04:33:13
Afnan Turi,5,A very nice game but uc is too expansive in Pakistan,2025-03-22 04:33:00
Giraneza Althimon,5,Best my best action packed game,2025-03-22 04:32:18
Nazeer Khan,5,I love PUBG,2025-03-22 04:30:28
Yasir Khan,4,It's to much heavy. the ping is to much high,2025-03-22 04:29:22
Sharaz Sk,5,nice to good,2025-03-22 04:27:54
Mohamad Dakdoukii,5,the best game ever,2025-03-22 04:27:02
Aman Ali,5,five star,2025-03-22 04:26:45
Zezo Karam,5,اكثر لعبة احبها,2025-03-22 04:24:24
Adham Ahmed,5,أفضل لعبه في العالم ♥️♥️♥️,2025-03-22 04:23:25
FBR ZAFARWAL,5,Amazing 😍😍😍 Game,2025-03-22 04:23:14
Ruman Ahmad Ali,5,best game around the globe,2025-03-22 04:22:57
Mai Shan,5,best game,2025-03-22 04:22:47
Anas Mughal,5,pubg need to give a free uc to regular players who play game more than more and some some items like guns skin and suit as a gift which is rare,2025-03-22 04:21:01
Naadey Ali,5,this the beautiful game,2025-03-22 04:19:16
Abdul Sami Zaman Qureshi,5,Best Of The 1 Game,2025-03-22 04:19:16
Mokhtar Mazloum,5,اللعبة ادمان,2025-03-22 04:19:09
Fernando Davila,5,is the best,2025-03-22 04:18:40
Arbab Aftab Anwar,5,my old id is not opening in my new device please do something,2025-03-22 04:18:13
Meer Raja Buriro,5,PUBG Mobile is better than Free Fire I play both games but I enjoy more than Free Fire PUBG is absolutely love ❤️,2025-03-22 04:17:44
Mohamed Alngde,5,good,2025-03-22 04:17:16
Ian Smith,5,best,2025-03-22 04:16:44
Bishnu Ydv,5,such a nice game ♥️😘,2025-03-22 04:16:38
Asjad Nisar,5,An Having A Amazing Experience,2025-03-22 04:16:06
Abu Bakar,5,love,2025-03-22 04:15:19
ezoo gaming,5,الأكثر محبة في قلبي❤️❤️,2025-03-22 04:14:24
Asitha Sadaruwan,5,super,2025-03-22 04:13:37
AHMED OMAR,5,شكرا ببجي,2025-03-22 04:11:58
Jahangir Saliq,1,it's was very best game in the world,2025-03-22 04:11:46
Juan Cortes,5,love it,2025-03-22 04:11:33
Mr Jugnoo,4,I like this game very much,2025-03-22 04:11:30
NADAN,3,my pubg mobile is my favourite game in my life,2025-03-22 04:11:05
Zeeshan Ellahi,5,Good game in my history,2025-03-22 04:10:45
Akram Ghiasi,5,the best,2025-03-22 04:10:44
JABBAR Aslam,5,I like it❤️❤️,2025-03-22 04:10:41
UMAR Hayat,5,very good 👍,2025-03-22 04:10:26
Pak Army,5,great game,2025-03-22 04:08:41
Mouamen ALkaraeza,5,العبة جميلة جدا,2025-03-22 04:07:44
Rakibul Islam Rian,5,lovely battles game ❤️,2025-03-22 04:07:25
Rayan Asif,5,"I am a Big fan of PUBG mobile and have been playing for a year. I am experiencing the best choice of my life. It has seasons, events, collaborations and even more good things such as 120 fps with best graphics. Even though i have 30 fps but i enjoy it and 😊I appreciate the developers because it's because of them that we have this masterpiece. Thank you PUBG.",2025-03-22 04:06:55
Mridul Ahmed,5,i Love Pubg Mobile,2025-03-22 04:05:12
Jacob Arslan (AJ),5,Old pubg was better than this I have a special request to admin to bring back old pubg.,2025-03-22 04:04:18
James J,4,good game,2025-03-22 04:03:27
Ghazi Abbas,5,I love this game omg❤️❤️❤️❤️,2025-03-22 04:03:09
عبدالرحيم حيان ارشيد,5,ممتاز,2025-03-22 04:02:50
Mohamed Saber48,5,افضل لعبة في العالم,2025-03-22 04:02:05
Gyle Wilkinson,5,"Best Game I've Ever Had, Been Playing For 6 Years Now And It's Been On Peak.",2025-03-22 04:00:02
Harton Marstall,5,Love it,2025-03-22 03:59:57
Anas haider Tareen,5,i login from fb i have 450+ friend I can't delete them i try to delete but i can't plz tell me solution,2025-03-22 03:57:37
Ibrahim Mahmoud Abdin,5,رائعة!!تجربه رائعة حقًا افضل لعبة لا ملل فيها,2025-03-22 03:57:07
Tahseen Ullah,5,good and nice 💯💯💯💯,2025-03-22 03:56:09
Basem Waheed,5,اجمد لعبه في الكون,2025-03-22 03:55:49
Sang Jani,5,my love first and last pubG mobile♥️,2025-03-22 03:55:42
